,action,autobiographical_memory,cognitive_control,emotion,eye_movements,inhibition,language,motor,pain,reading,social_cognition,visual_attention,visual_perception,visuospatial,working_memory
transversetemporal,-0.9188473398929867,-0.33732516218673325,-1.0646797226885736,0.48474068575809387,-0.021924549764845567,-1.3928765861179502,3.537251224448887,1.9254226655626598,0.3006931472118957,0.8252478134512727,-0.5695594634812559,-0.6476901246969526,-0.11193043735270788,-1.0243216254014713,-0.7342701771264915
insula,-0.079476571439297,-0.07771403465647005,0.1481970563237206,1.7097823605864395,-0.5761208491074894,0.00954868118476072,-0.06876167562077456,0.48816524017221347,5.477915021477916,-0.012481030113984585,-0.23617685251502088,-0.16598821582704298,-0.2933343173123002,-0.898913611318731,-0.39418312530225685
thalamusproper,-0.01637863499267698,0.8648218030721887,0.15950620514588223,-0.23581367149011223,0.04208843095129159,0.17098719843693364,-0.09955563719244714,2.9603295974681245,3.3864473124158168,-0.09452547309074567,-0.477614438537221,-0.26764094815156775,-0.05947101551036224,-0.17522324870481598,-0.08600178396390831
caudate,-0.23838636135950894,0.1928603294123656,0.9271749030013826,0.10040484421273456,-0.23442667317825364,0.5781953657404861,-0.35224583293045864,0.19348350070000755,0.6446223742676781,-0.3355485842346075,-0.0462661053606014,-0.6785505217219384,-0.442061382813801,-0.3023868396185269,0.6689231460344408
putamen,0.24331302086907075,-0.015177499982331314,-0.1683727608213261,0.5720924738506322,0.45399629084156223,0.5996822252666018,-0.8623709365691983,3.530750300411347,1.9054237131746963,-0.4682118396129135,-0.6625959212253528,-0.8707460885802221,-0.6727925053481201,-0.7329349560206219,-0.7751525021399698
pallidum,0.026559389460711784,0.2811045931766322,0.14483174224587086,0.2434725689735286,0.9776134317683135,0.41642112656627367,-0.12090799097684071,4.668997399793301,1.0168090298882149,-0.0931564591708665,-0.26615337245852566,-0.990977361675411,-0.4389694125203715,0.4205990689333989,-0.8127272835373203
accumbensarea,-0.7846338941675889,1.1858878203363343,-0.25156418497899025,1.4905498194985893,-0.6807376462717789,-0.248103432821061,-2.065139668468641,-2.486511969720634,0.7578132264446692,-1.4127997379653279,0.5573817221533591,-0.8441353309461646,-0.33564084910397696,-0.8171475532553019,-1.9002823741554866
hippocampus,-1.8556635051139845,3.547378554754357,-0.9192566372999692,2.0059638634219774,-0.9202728764439903,-0.9130053382082842,-1.0741543671106242,-3.0214510063681943,0.23815675559928565,-1.132809594595229,0.041299528853821245,-0.44532288292853683,-0.5983391982273888,0.21688281019764458,-0.4386214426205034
amygdala,-2.231615204046853,1.1705564423038228,-1.400591877694414,10.346045896562583,-1.1121264605050294,-0.7788461908326337,-2.5245666667326527,-4.820531569534108,1.2861472150958475,-1.5314018629039097,1.161306971818295,-0.9017184467344965,0.06120780478873129,-1.1753616769983775,-2.8280579160399713
bankssts,2.4940013117901882,0.2119749618927674,-0.2843589015877189,1.1282063753852618,0.8734446929114947,0.49298636937592427,1.9141224537101638,-0.8138924251629907,-1.0174695087669088,0.9028450318575308,2.6694494457451716,0.5783793345573682,0.2262940234417621,0.39721929824887486,-0.5444456230437081
caudalanteriorcingulate,-0.0889236428067395,-0.13448579753938228,2.1515663580443896,0.5772101854307067,-0.8600848350602203,1.6015883651613458,-1.3828793877815864,0.4755454756728585,6.0038651080186956,-0.8750293207740172,-0.06564317245536595,-0.5427692457665614,-0.10224156306843864,-1.0640016056213404,-0.2529974185467076
caudalmiddlefrontal,1.1380505146076012,0.3551141725078305,1.206986588361043,-0.7015983050125176,1.2865414180315955,0.40610480452640696,-0.33095657486969166,1.3176963446023393,-0.3409475667079285,-0.08120285155940096,0.03367163299082743,0.4267617545731427,-0.3407383268290114,1.0246437696596988,2.9976351328546578
cuneus,0.22532441960154417,0.11737557039896074,0.06731318064221463,-0.10645887371127728,0.20358710883702977,-0.28836790874508733,-0.5028106318761583,0.3429361390621595,-0.012446487772035431,0.17579693811698768,0.28971515110699814,0.517035825829143,0.8221275740502281,0.4430928967516616,-0.5224654015074724
entorhinal,-1.4673340059299684,0.5588436405333193,-0.947731785527956,1.1630376478238216,-0.012874421022026806,-0.5918296453115265,-0.7647900159797443,-2.189837319895974,0.8168042266158455,-1.031002106414479,-0.18389508129558665,-0.7130119268355734,-0.374227770192551,-0.6557549993319853,-0.6315542813333324
fusiform,0.03362996361245863,0.37047220783820667,-0.4287540979841122,0.584099570180996,-0.13496419016731392,-0.8537190998651916,0.15508418252024722,-1.109023697062101,-0.8672278535934723,0.9749745907280484,0.3189735093712066,0.3584829894056093,1.075695432990516,-0.3680949741063529,-0.2990398572429123
inferiorparietal,0.7210090490340169,1.3777563072232002,0.09855509939240673,-0.6098365885626571,0.24533901601538785,-0.4405133850942823,-0.12978130805951216,-0.5237426057272044,-0.6230106938058265,0.34416510313127924,0.548695060951404,0.3444258294051827,0.1662507089128394,1.1900634026758974,0.7315409165827625
inferiortemporal,0.1154181429678086,-0.05549105342941091,-0.3647529363856563,0.23727936132016592,-0.10685919413385798,-0.4608164288323665,0.18099186197063286,-0.7835966605945753,-0.31269025514658205,0.23901642122896666,0.5558474425083028,-0.05325713071876702,0.7392739185465387,0.07117290063124349,-0.028419117689060847
isthmuscingulate,-0.5705232198673761,3.2231364567006926,0.2326225026178723,-0.05909397759020413,-1.2863898998794294,-0.43620492268125405,-0.7096678774278917,-1.83243829709178,0.12758640764317136,-0.3811362833604298,1.0660377511103758,-0.05370757230869037,0.12954898384802202,-0.18770980444101992,0.1642425055034027
lateraloccipital,0.9595469290820197,0.49392359678315845,-0.5131933456066327,0.05477198988884206,1.0157929160252799,-0.4388953368571501,0.5069721157212401,0.00862695955556755,-0.9043822897336106,1.8432935268632153,0.02979266382828582,0.6480179787533047,1.0564833436767822,0.7032242060109533,-0.402437337036398
lateralorbitofrontal,-0.48382526728523934,0.8908709734603759,0.34503072682661096,1.7761068859141507,-0.1963624583851201,0.16218624131702664,-0.2305914177603004,-1.6523469790767278,0.05602563622569204,-0.47110349513304195,0.46702212808687527,-0.4347312359548781,-0.19137823004107848,-0.2786509579875761,-0.6645767915586333
lingual,-0.04293268283570952,0.25861066971770874,-0.461156227166895,0.04987623485510637,0.9708778690690745,-0.3955995494636708,-0.40984751287147325,-0.35925818184582536,-0.4028083841275707,0.5721288276337435,-0.07947381115185369,0.8498195882356628,0.48558843001093416,0.309747881598805,-0.183745878826272
medialorbitofrontal,-0.3916184761670151,1.3665404186459802,-0.36423920792659836,1.765148399885689,-0.7237285393215493,-0.268730955090859,-1.0481143480158421,-1.7537980650540907,1.0808586492614494,-0.9269079683727559,1.696505074580358,-0.4952122342103441,-0.3298965202712528,-0.9890460742854174,-1.0375467376796896
middletemporal,0.4385000141766027,1.43699946800886,-0.005709042476432802,0.662908752722774,0.15966227258792312,-0.5785094307710326,1.3630345577300123,-1.097897024510021,-0.3997539354696916,0.36760526123609377,1.5066447405858723,-0.2686080673546297,0.5642106487641972,0.018882720760978553,-0.6439601249759808
parahippocampal,-0.6832489698575883,4.1631215491503095,-0.4924064907894024,0.5341916106523412,-0.13064187868993068,-0.7273662257721419,-0.9671603147404725,-2.0320758395273564,0.14177350836186767,-0.8238552528820432,0.5064662065612865,-0.19855235959949186,-0.36053415211468887,-0.03366602875898477,-0.20296771680144216
paracentral,0.6076290264417727,0.04815227797503796,-0.1528224145067677,0.00876470614927897,-0.30529776672182224,0.17018868837879167,-1.035421412339049,3.876730024304751,1.759056881133677,-0.7104773597010813,-0.3397084913149108,-0.2816612777440402,0.010982643749234714,-0.14532573101757865,-0.5766771120411384
parsopercularis,0.9215260213468511,-0.09503819188273145,0.6517893820924986,0.020501285591797962,-0.12463789504880347,1.444300254368375,1.4893532164336474,1.8910854758742697,2.3506973003565843,0.47022908731115526,0.10561135664850946,0.011639879803058757,0.15126942798283352,-0.23424284346309898,1.1697954702984328
parsorbitalis,-0.16109842068750893,0.8396116897341674,0.9311881880257551,1.3599695968205174,-0.4809221329712081,0.538972835322292,0.5174693301809469,-1.045895282341748,-0.05538304963260165,-0.328803449285973,1.0474831908820978,-0.7105980812013308,-0.23494033126372316,-0.2462104926067738,-0.04786673880582603
parstriangularis,0.5910279260757593,0.7611063410482427,0.412009789126862,1.7841097636605916,-0.6775497460808922,0.8214750921469277,1.299772286052614,-0.7987367808638961,1.508208673331135,0.5419297198311009,1.1421551841030535,-0.3166444643899008,0.008716909744313741,-0.41225947120197254,0.14155892756130156
pericalcarine,0.17928562308383736,-0.2404019637264272,-0.16770927701739743,-0.07633314220964107,2.122153007020591,-0.3499391238804885,0.6647931509605017,-0.5434638217037621,-0.763118047762084,1.0415800700643545,-0.21237179168069903,0.7592064656231267,0.30606439035997784,1.0101165490197817,0.053690444016959576
postcentral,0.9723516447694636,-0.46001804666340335,-0.7585838644419454,-0.8902378480614377,-0.02028184352527971,0.0805266837729372,-0.5518347184410194,4.384411492274899,2.7377531233973875,-0.12902816232189157,-0.03895386934787178,0.3110239679962435,0.23373893421503444,0.16129466990218402,-0.4582513195498633
posteriorcingulate,-0.0953742927881082,0.8020667051054512,1.2139104122874458,0.3058050429992147,-0.79613873262658,0.6987408230605849,-0.6949281651696679,0.8792734906901146,2.6582626473512523,-0.7789392306412769,0.5171004237234906,-0.40464181573151586,-0.5620369122186442,-0.5317550145311774,0.023036196560878554
precentral,1.9045845064798552,-0.5220756988243425,-0.43078255564317824,-0.8735278692473479,1.3313347916772795,0.14219090009145258,0.005476221218794741,6.255979830310424,1.1769770488154274,0.07564839364269292,-0.1962387612897725,-0.30486970169464517,0.24627400700731272,0.3967022365677219,-0.1288107995263546
precuneus,0.02079444906430343,1.8044412848302076,0.12769224173946886,-0.0636862042585818,-0.06491238530370146,-0.25380955057669086,-0.6738267464178794,-0.536380030718866,-0.050744199722516946,-0.5300871157557384,0.6137860208974784,0.6294988407170293,-0.17149250207983874,0.22010355373309193,0.1374372462104101
rostralanteriorcingulate,-0.8354326590646248,1.0662779511582052,0.5631671965631145,2.8757954174732583,-0.998692678724026,0.5241370815192179,-2.063201874148739,-2.0459061952147732,2.166333008575331,-1.0188631346606518,1.021790079409681,-0.4295897665924822,-0.6320044079758858,-0.8077534550884004,-1.54946093986101
rostralmiddlefrontal,-0.07905453070575848,0.3329282297793676,1.6663605835725424,0.17711379624501128,-0.4727329049765013,1.0903270341551747,-0.3781303082570404,-0.4019740077831646,0.7993221174502918,-0.5163145282017851,0.13501726987430626,-0.07488354943771651,-0.3435403682018959,0.10144263334714738,2.0513225549461684
superiorfrontal,0.5917301059158113,0.3298684986646134,0.7707011561384189,0.5970925116692966,0.14290857448716224,0.5270834547151517,-0.5624440316366733,1.3431397197539225,1.1680879487427258,-0.4774968478280644,0.611855267265344,-0.00040541659848067346,-0.21895647696534273,-0.04697303480483898,0.6492921453521254
superiorparietal,1.9234378990474175,-0.28697636119910475,0.11197606731752535,-1.2091812350477853,2.5539301973004256,-0.09871419296387166,-0.8033291631528233,1.7631724628228898,-0.36829977490750104,0.41230434584570963,-0.4577496352918987,1.1546155915768457,0.6902798961036678,2.1097684188724752,1.3760363644725315
superiortemporal,-0.15316213000201637,0.8156367252706539,-0.6787167502933593,1.0336291135508036,-0.33667299032442943,-0.5652769714167765,2.757003261365694,-0.15978899264409932,0.08255229721078869,0.5456106358066882,0.45326590609493916,-0.16739796333111637,0.08807599026491497,-0.5601381704534767,-0.8593332963091473
supramarginal,1.2063686372420421,0.029339045026881425,-0.0007261366684282375,-0.5865402569469139,0.0707604691546372,0.5736895687499507,-0.571950377862218,2.5575010880160702,3.0910829066996657,-0.46856109806888685,0.09708264859550722,0.11657504333408304,0.24169825141434625,0.5986801224672557,0.4204761186014488
frontalpole,0.08948597976515323,0.8824398278535969,0.23384282072366364,1.9023160385711477,-0.5948609788328691,-0.5535686115092717,-1.1664522264244375,-1.2783320662609343,0.5651546981611829,-1.0917504424511326,0.9088241477783469,-0.20818073733106865,-0.014577422219243786,-0.32183022224648394,-0.8810901097335094
temporalpole,-0.8042830471288369,-0.12833154701286056,-0.8567295926825361,1.9362729607515843,0.20684182990162003,-0.8625503884599057,0.14815380770779601,-1.364065397386528,-0.023112236414660998,-0.010649903604010415,-0.26706444503132476,0.5402297254665396,-0.30259911808637635,-0.23958534075592605,-1.0073543798060312
transversetemporal,-1.14910449707694,0.39375000288375084,-1.224555505159857,0.6064319980132971,-0.0038915365504918822,-0.5740505024825885,1.6664762379685216,0.7950728201575972,1.4058488307063346,-0.23697557319991153,-0.22338056493454012,-0.2748007083466237,0.4826243797688442,-0.773095616044219,-1.2187159908114313
insula,-0.6104550081622674,-0.15173079353797198,-0.14887412810159392,1.4095749057137539,-0.597991522815454,0.6006469106867672,-0.9619069131797515,-0.018628826928945557,5.775697317975285,-0.7603247345918004,-0.30058553514896985,-0.473361986594387,-0.00917291942340683,-0.44525718635269484,-0.301608287125426
thalamusproper,-0.1027042555900083,0.7256544454480834,-0.10902148023597173,0.223055219567581,0.29022087852895334,0.0390114028269004,-0.9209597191276729,2.3872214018301,3.4296560108830865,-1.136101616374719,-0.24915123855786048,-0.25343626569383826,0.2766267395588446,-0.32642861406405854,-0.35835030046737226
caudate,-0.6772991973470993,0.42390441915263627,0.9331365315327862,-0.09202621808409535,-0.06273467853574219,0.5966442991743072,-0.21953490066354736,0.04716291282158895,0.3590171545387829,-0.7642626188876516,-0.5083934213777453,-0.7416081284905224,-0.7373366787101012,-0.5450909512240767,0.03061593351413398
putamen,0.33309206562896465,-0.3175401162326611,-0.24537535170698785,0.384971787201418,0.7703081867498378,1.1771843523927914,-1.7383602785199483,3.869456627982219,1.8737909004848263,-1.3370075193843425,-0.3903920310529816,-0.9844094042134588,-0.46783049065724197,-0.9068376919279063,-1.2177630186700379
pallidum,0.003781333471027751,-0.06424617859043914,0.1315638918681549,0.2320388664766912,0.5432348921438075,1.3325207188552044,-1.00671542492976,2.8412392863005844,2.19773059781183,-0.9688346047067712,-0.5978226281392154,-0.7442901836903717,-0.2596354425576367,-0.40206612682736437,-0.720027956695998
accumbensarea,-0.962443365073636,1.2067477363447,-0.24805190911540065,1.2514400643658394,-0.4034457285130098,-0.6290621035841125,-1.4192573668387312,-2.1706975379860345,0.6873625049402661,-1.159103220183702,0.7618975315556046,-0.8449161210653273,-0.845921824785413,-0.8649412041004155,-2.054701536048051
hippocampus,-1.404753310962426,3.3542001941814115,-0.7637513242063703,2.009734862882989,-0.24491064063104284,-1.1411573905596437,-1.6895234485278112,-3.482139410566184,0.44167815738461697,-1.1959049901428618,-0.2767654835114719,-0.4306247184225126,-0.33923831715072456,-0.2653715237161645,-0.5119558985718915
amygdala,-1.4356355663739089,1.2655347176376357,-1.6397953910387875,8.946454494850899,-1.2763521843561587,-1.4202461065349032,-3.069024609409563,-5.060164843052643,1.9067541965988812,-2.6307085848462566,1.4521755731105503,-1.0220742088748165,-0.01258960687038166,-1.5058350729076952,-2.241025519119305
brainstem,-0.5269685397070074,0.12400581447479252,-0.44769332994404587,0.6103314536800059,-0.14454449085838272,0.22894630144842462,-1.1527029135057585,0.12514501980238438,3.5597766845521215,-0.6116992145745179,-0.05182213150144714,-0.3794803680246746,-0.1394725115357137,-0.40079413135263664,-0.5962547306788921
